"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	74	5338662	1.386	1.088	1.740	0.161	0.823	0.640	1.041	0.099
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	890	5338662	16.671	15.576	17.766	0.559	10.951	10.198	11.703	0.384
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	13	5338662	Unreliable	0.130	0.416	0.068	Unreliable	0.084	0.282	0.047
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	57	5338662	1.068	0.809	1.383	0.141	0.637	0.476	0.836	0.088
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Renal failure (N17-N19)"	"GR113-100"	819	5338662	15.341	14.290	16.392	0.536	10.123	9.398	10.849	0.370
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	21	5338662	0.393	0.243	0.601	0.086	0.311	0.184	0.492	0.074
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	22	5338662	0.412	0.258	0.624	0.088	0.462	0.286	0.706	0.100
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	21	5338662	0.393	0.243	0.601	0.086	0.445	0.272	0.687	0.099
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	106	5338662	1.986	1.608	2.364	0.193	1.697	1.357	2.038	0.174
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2576	5338662	48.252	46.388	50.115	0.951	28.554	27.404	29.704	0.587
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"All other diseases (Residual) "	"GR113-111"	10602	5338662	198.589	194.809	202.369	1.929	124.940	122.443	127.437	1.274
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	2828	5338662	52.972	51.020	54.924	0.996	37.499	36.017	38.982	0.756
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	221	5338662	4.140	3.594	4.685	0.278	3.869	3.335	4.402	0.272
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	199	5338662	3.728	3.210	4.245	0.264	3.526	3.013	4.038	0.262
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	16	5338662	Unreliable	0.171	0.487	0.075	Unreliable	0.135	0.383	0.060
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	2607	5338662	48.832	46.958	50.707	0.956	33.640	32.256	35.024	0.706
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Falls (W00-W19)"	"GR113-118"	1831	5338662	34.297	32.726	35.868	0.802	20.606	19.619	21.593	0.504
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	29	5338662	0.543	0.364	0.780	0.101	0.513	0.335	0.752	0.100
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	27	5338662	0.506	0.333	0.736	0.097	0.391	0.256	0.573	0.077
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	431	5338662	8.073	7.311	8.835	0.389	8.323	7.507	9.139	0.416
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	289	5338662	5.413	4.789	6.037	0.318	3.792	3.333	4.252	0.235
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	378	5338662	7.080	6.367	7.794	0.364	6.967	6.236	7.698	0.373
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	60	5338662	1.124	0.858	1.447	0.145	1.167	0.884	1.513	0.155
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	318	5338662	5.957	5.302	6.611	0.334	5.804	5.140	6.468	0.339
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	53	5338662	0.993	0.744	1.299	0.136	1.060	0.784	1.402	0.151
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	29	5338662	0.543	0.364	0.780	0.101	0.582	0.383	0.846	0.111
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	24	5338662	0.450	0.288	0.669	0.092	0.430	0.269	0.651	0.092
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	90	5338662	1.686	1.356	2.072	0.178	1.573	1.251	1.952	0.174
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	90	5338662	1.686	1.356	2.072	0.178	1.573	1.251	1.952	0.174
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	52	5338662	0.974	0.727	1.277	0.135	0.686	0.508	0.907	0.098
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	157	5338662	2.941	2.481	3.401	0.235	1.933	1.618	2.247	0.161
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Septicemia (A40-A41)"	"GR113-010"	51	738880	6.902	5.139	9.075	0.967	15.826	11.143	21.814	2.604
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Viral hepatitis (B15-B19)"	"GR113-015"	35	738880	4.737	3.299	6.588	0.801	7.164	4.798	10.289	1.340
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	59	738880	7.985	6.079	10.300	1.040	9.289	6.998	12.091	1.252
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	20	738880	2.707	1.653	4.180	0.605	3.788	2.165	6.152	0.955
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1111	738880	150.363	141.521	159.204	4.511	305.208	284.284	326.132	10.675
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	31	738880	4.196	2.851	5.955	0.754	7.934	5.029	11.905	1.653
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	28	738880	3.790	2.518	5.477	0.716	7.110	4.401	10.868	1.551
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	31	738880	4.196	2.851	5.955	0.754	8.013	5.080	12.024	1.658
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	90	738880	12.181	9.795	14.972	1.284	21.679	16.659	27.737	2.725
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	141	738880	19.083	15.933	22.233	1.607	31.827	25.686	37.967	3.133
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	88	738880	11.910	9.552	14.673	1.270	22.757	17.672	28.850	2.751
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	278	738880	37.625	33.202	42.047	2.257	75.774	65.455	86.094	5.265
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	120	738880	16.241	13.335	19.147	1.483	47.535	38.176	56.893	4.775
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	26	738880	3.519	2.299	5.156	0.690	5.864	3.582	9.057	1.304
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	29	738880	3.925	2.629	5.637	0.729	9.463	5.931	14.327	2.022
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	18	738880	Unreliable	1.444	3.850	0.574	Unreliable	1.859	5.972	0.976
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	82	738880	11.098	8.826	13.775	1.226	23.717	18.184	30.404	3.022
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	27	738880	3.654	2.408	5.317	0.703	7.702	4.705	11.895	1.702
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Leukemia (C91-C95)"	"GR113-040"	29	738880	3.925	2.629	5.637	0.729	8.503	5.328	12.873	1.822
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	25	738880	3.383	2.190	4.995	0.677	7.371	4.438	11.510	1.702
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	139	738880	18.812	15.685	21.940	1.596	37.040	29.795	44.285	3.696
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	21	738880	2.842	1.759	4.345	0.620	4.788	2.737	7.775	1.209
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Anemias (D50-D64)"	"GR113-045"	11	738880	Unreliable	0.743	2.664	0.449	Unreliable	1.234	6.322	1.143
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	224	738880	30.316	26.346	34.286	2.026	58.816	49.715	67.918	4.644
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Parkinson disease (G20-G21)"	"GR113-051"	19	738880	Unreliable	1.548	4.016	0.590	Unreliable	5.378	14.783	2.239
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Alzheimer disease (G30)"	"GR113-052"	37	738880	5.008	3.526	6.902	0.823	19.960	13.903	27.760	3.376
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	1079	738880	146.032	137.318	154.745	4.446	286.434	266.079	306.790	10.385
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	723	738880	97.851	90.718	104.983	3.639	182.568	166.610	198.526	8.142
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease (I11)"	"GR113-056"	33	738880	4.466	3.074	6.272	0.777	7.041	4.412	10.660	1.510
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	382	738880	51.700	46.515	56.884	2.645	94.187	82.984	105.390	5.716
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	56	738880	7.579	5.725	9.842	1.013	15.194	10.904	20.613	2.364
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	323	738880	43.715	38.947	48.482	2.432	77.927	67.825	88.030	5.155
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	39	738880	5.278	3.753	7.216	0.845	8.838	5.873	12.773	1.670
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	284	738880	38.437	33.966	42.907	2.281	69.096	59.536	78.655	4.877
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other heart diseases (I26-I51)"	"GR113-064"	295	738880	39.925	35.369	44.481	2.325	79.239	68.331	90.146	5.565
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Heart failure (I50)"	"GR113-067"	58	738880	7.850	5.961	10.148	1.031	19.635	14.210	26.449	2.998
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	231	738880	31.264	27.232	35.295	2.057	58.673	49.520	67.826	4.670
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	98	738880	13.263	10.768	16.164	1.340	29.061	22.780	36.540	3.408
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	209	738880	28.286	24.451	32.121	1.957	62.069	52.173	71.965	5.049
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	46	738880	6.226	4.558	8.304	0.918	11.947	8.273	16.694	2.041
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	32	738880	4.331	2.962	6.114	0.766	7.826	5.014	11.645	1.593
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	14	738880	Unreliable	1.036	3.179	0.506	Unreliable	1.981	7.598	1.278
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	45	738880	6.090	4.442	8.149	0.908	12.455	8.519	17.583	2.216
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Pneumonia (J12-J18)"	"GR113-078"	41	738880	5.549	3.982	7.528	0.867	11.788	7.895	16.929	2.186
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	166	738880	22.466	19.049	25.884	1.744	51.875	42.734	61.016	4.664
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Emphysema (J43)"	"GR113-084"	11	738880	Unreliable	0.743	2.664	0.449	Unreliable	1.182	5.393	0.991
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Asthma (J45-J46)"	"GR113-085"	19	738880	Unreliable	1.548	4.016	0.590	Unreliable	1.579	4.210	0.634
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	136	738880	18.406	15.313	21.500	1.578	46.485	37.639	55.331	4.513
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	11	738880	Unreliable	0.743	2.664	0.449	Unreliable	1.852	7.687	1.378
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	32	738880	4.331	2.962	6.114	0.766	10.984	6.963	16.482	2.290
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	69	738880	9.338	7.266	11.818	1.124	12.541	9.447	16.323	1.695
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Alcoholic liver disease (K70)"	"GR113-094"	37	738880	5.008	3.526	6.902	0.823	6.615	4.430	9.500	1.219
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	32	738880	4.331	2.962	6.114	0.766	5.921	3.832	8.740	1.179
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	110	738880	14.887	12.105	17.670	1.419	34.258	26.771	41.745	3.820
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Renal failure (N17-N19)"	"GR113-100"	107	738880	14.481	11.737	17.225	1.400	32.967	25.659	40.274	3.728
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	19	738880	Unreliable	1.548	4.016	0.590	Unreliable	1.598	5.402	0.881
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	90	738880	12.181	9.795	14.972	1.284	28.631	22.143	36.426	3.535
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other diseases (Residual) "	"GR113-111"	441	738880	59.685	54.114	65.256	2.842	134.292	119.401	149.183	7.597
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	473	738880	64.016	58.247	69.785	2.943	78.897	70.449	87.346	4.310
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	79	738880	10.692	8.465	13.325	1.203	9.816	7.721	12.304	1.136
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	71	738880	9.609	7.505	12.121	1.140	8.789	6.811	11.161	1.073
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	394	738880	53.324	48.059	58.589	2.686	69.070	60.921	77.219	4.158
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Falls (W00-W19)"	"GR113-118"	47	738880	6.361	4.674	8.459	0.928	15.845	10.973	22.142	2.707
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	15	738880	Unreliable	1.136	3.348	0.524	Unreliable	1.000	3.834	0.670
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	278	738880	37.625	33.202	42.047	2.257	40.537	35.577	45.496	2.530
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	45	738880	6.090	4.442	8.149	0.908	8.966	6.049	12.799	1.631
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	107	738880	14.481	11.737	17.225	1.400	13.280	10.679	15.881	1.327
